2107,17410,5360 1
1101,16652,10178 1
2108,27854,12810 1
2117,9322,9789 1
2104,22668,18679 1
2112,18406,22132 1
2105,9485,8732 1
2116,7658,12912 1
2106,5652,15444 1
1113,7881,16638 1
1114,28481,17730 1
2106,18066,5263 1
2119,17875,10472 1
2102,15486,6186 1
1117,19127,19669 1
1101,12166,10345 1
1106,14103,23929 1
1115,25841,13091 1
2115,6536,3562 1
1108,17928,9331 1
2112,22318,14714 1
2107,3943,12688 1
2103,15705,12251 1
2118,4224,8514 1
1115,24392,4454 1
1110,23950,11255 1
1110,18744,18803 1
1112,6529,7966 1
2101,27035,11869 1
2110,7927,2350 1
2102,24514,23430 1
2116,12729,14704 1
2103,14533,17603 1
2104,26713,13432 1
1101,14200,10666 1
1111,24088,6541 1
2109,14529,2902 1
2105,15409,6534 1
2117,14620,12494 1
1112,18536,3119 1
2117,26241,5990 1
1112,4741,20105 1
2109,13315,24809 1
1116,23166,22952 1
1107,21483,2208 1
2102,24118,7730 1
1110,8342,9161 1
1118,15538,11654 1
2104,19848,11802 1
2110,10744,21848 1
2103,23997,4557 1
2112,14273,6691 1
1108,23432,3489 1
1116,26970,13592 1
2102,19963,24926 1
2118,2569,16360 1
1111,9899,2439 1
2101,26294,13284 1
2101,16493,12026 1
1109,17504,24269 1
1113,17949,21146 1
1108,7624,18192 1
2110,12478,9078 1
2108,4321,13674 1
1101,18629,11026 1
2119,9830,12153 1
2108,5325,4334 1
2110,5285,11243 1
2111,23000,14971 1
1119,4872,18253 1
1107,17579,17089 1
1117,13746,2696 1
2113,19446,4409 1
1101,11653,11138 1
2115,14613,24305 1
1111,4598,18924 1
2119,27258,17569 1
1106,17490,12747 1
2109,7878,2328 1
2102,12147,16213 1
2118,15996,1878 1
1107,5882,19024 1
2110,9724,13711 1
1116,15845,11608 1
1106,14903,19239 1
1116,5874,16206 1
2102,27921,17598 1
2105,19606,6860 1
2110,5493,18505 1
2117,15295,22079 1
1112,15978,4490 1
2107,21279,16879 1
2113,2996,18346 1
2110,11040,19446 1
1111,10453,1085 1
2114,2373,16965 1
2112,10327,7609 1
2104,10026,18714 1
1117,9755,2319 1
1117,9238,9465 1
2116,14313,19501 1
2105,6794,13702 1
1113,4684,15901 1
1116,12867,19534 1
2111,16028,19565 1
1112,11746,18427 1
2117,16543,22088 1
1108,11804,20408 1
1101,2912,11562 1
1119,5085,12582 1
2107,27690,13711 1
2101,8748,19652 1
1117,6253,5870 1
1118,4404,4957 1
2106,5411,9255 1
2116,13823,19748 1
2116,22695,13164 1
2110,16977,5486 1
1114,23931,13343 1
2113,13232,7572 1
2117,10001,13566 1
2110,6097,7852 1
1119,6270,9881 1
1101,19277,11654 1
2110,12772,1281 1
2109,15866,10687 1
1107,22236,2779 1
2110,21267,12587 1
2110,14991,24982 1
2113,24298,2975 1
1111,4037,8460 1
1113,16800,24702 1
1114,15839,23859 1
1117,14281,8338 1
2101,7988,11297 1
1108,16746,8354 1
1116,9869,9155 1
2110,20780,14915 1
2101,21776,3751 1
2118,6221,12619 1
2108,3351,13561 1
2101,18870,8289 1
1117,12825,24476 1
2109,4820,15720 1
1114,4815,12505 1
2103,25153,7364 1
1118,9327,16654 1
2117,18904,12983 1
1116,5591,15655 1
2110,20320,17623 1
1110,15543,7534 1
1113,27660,19184 1
1106,11716,5777 1
1101,24332,11970 1
2105,17109,14502 1
2119,3461,10628 1
1108,25691,5043 1
1110,7701,22579 1
2102,8816,20409 1
1101,16982,12058 1
1116,22335,17511 1
2107,10912,13306 1
2101,26197,7790 1
2105,24335,9453 1
2111,16422,6203 1
2107,7853,19769 1
1108,18812,18330 1
1106,4279,12504 1
1112,3900,8707 1
1101,6150,12127 1
1101,8985,12163 1
2112,10479,5296 1
1110,8564,15311 1
2105,16964,15171 1
1118,2539,15564 1
1101,27993,12219 1
2109,17942,12570 1
1113,27795,7184 1
2108,8024,23702 1
1116,11846,3617 1
2116,6354,10916 1
2112,16622,4311 1
2112,3640,13412 1
2104,28956,9859 1
2102,12145,10035 1
2110,20691,10244 1
2111,10821,8389 1
2111,17744,17830 1
2104,11605,2580 1
2116,4339,8786 1
1108,25995,18467 1
1109,19566,15978 1
1115,5567,17065 1
1101,18652,12407 1
2102,12725,5027 1
1109,25903,5476 1
1101,10379,12453 1
2106,25864,4343 1
1101,17089,12475 1
2105,12136,13731 1
2111,6728,10079 1
1113,19578,22750 1
1114,21334,5020 1
2107,4693,12271 1
1110,18928,7012 1
2107,8029,11259 1
1107,15916,19424 1
2108,18285,2196 1
1114,14506,20679 1
1119,12266,18058 1
1110,7542,6752 1
1114,14857,14725 1
1111,9130,12772 1
2106,6179,9361 1
1111,7540,6948 1
1114,18616,4290 1
2114,6348,11750 1
1101,13366,12626 1
2118,24696,19720 1
1119,26578,13647 1
2113,14585,16274 1
1107,24227,2993 1
2114,9991,14234 1
1113,10564,7659 1
1101,24804,12673 1
1114,6115,16950 1
1113,19207,1706 1
2118,24439,15561 1
2104,5843,22183 1
1118,28288,14225 1
2114,12600,18109 1
2117,10227,9114 1
2116,28692,12064 1
2116,27604,19613 1
2101,27363,7656 1
2105,16594,6551 1
1118,21297,18643 1
2113,9847,19671 1
1101,12299,12826 1
1107,13369,1449 1
2112,23509,6423 1
1101,20917,12830 1
2111,15895,21916 1
1110,9669,5390 1
2104,27993,19120 1
2107,6969,16567 1
1108,5143,4818 1
2102,20707,24142 1
1106,4709,5349 1
1119,8501,9144 1
2114,6545,2907 1
2110,22514,12823 1
1119,18751,9664 1
1110,2870,8315 1
1116,7666,8401 1
1108,6454,18910 1
2105,11985,11919 1
1113,15142,5383 1
2108,10809,20793 1
1109,13186,20120 1
2112,11696,10028 1
2115,22569,6137 1
2112,27914,20034 1
2102,14301,17599 1
2102,13493,6176 1
1101,19221,13081 1
1107,20211,4176 1
1108,12905,7359 1
1107,6032,8450 1
2114,14142,14893 1
2114,19301,22280 1
2103,9346,16517 1
1117,12157,2183 1
2108,6051,8857 1
2113,5355,11025 1
1101,22448,13145 1
1112,14923,21856 1
2115,10250,1872 1
2102,6407,22755 1
1113,14165,16944 1
2108,9586,23105 1
1110,12799,17828 1
1116,26558,18334 1
2107,17894,17999 1
1109,3431,17523 1
1111,10693,23559 1
2105,20286,17548 1
1101,18811,13266 1
1101,5275,13275 1
1101,9711,13305 1
2109,15603,23223 1
1111,25686,13776 1
2109,14590,10211 1
1110,21600,3271 1
2118,17861,14210 1
2115,7002,21709 1
1101,4387,13425 1
2109,2217,12209 1
2108,15452,24406 1
2112,2595,10683 1
1109,13408,2830 1
2105,13757,11725 1
1110,13246,13684 1
1117,6370,18915 1
2108,14622,1586 1
2119,5834,3930 1
1106,24730,4464 1
2106,27151,15092 1
2117,17093,4990 1
2113,1763,13866 1
2117,9040,8673 1
1108,15477,14399 1
2111,11322,3251 1
2110,20217,2818 1
2109,15123,14188 1
2110,2538,14156 1
1101,28087,13628 1
2111,28803,8800 1
1108,12652,3321 1
1113,15106,2074 1
1101,21765,13676 1
1109,17509,18398 1
1114,4122,10594 1
1101,24898,13695 1
2116,10954,7463 1
1117,22302,10821 1
1101,24907,13717 1
2108,7589,2252 1
1108,14832,8628 1
2104,9313,3676 1
1101,6836,13769 1
2116,22243,17480 1
1112,8413,21850 1
1106,26441,19294 1
2110,23924,3634 1
2102,16530,6898 1
1115,5691,7427 1
2102,20587,4853 1
2119,18579,9479 1
1101,11240,13889 1
2116,29275,15522 1
1109,3067,18872 1
2115,17811,3240 1
1106,8146,19827 1
1101,24163,13985 1
1119,7475,9000 1
2118,14696,14591 1
1108,5707,21744 1
2117,13884,24021 1
1101,2137,14010 1
2106,21384,10587 1
1108,15677,8333 1
2112,11660,1536 1
1101,27179,14019 1
2114,3911,10248 1
2110,15501,6100 1
2117,2796,18175 1
2112,12581,10058 1
1116,3120,13882 1
1101,12513,14055 1
1111,20193,4181 1
1109,17945,15199 1
1116,26730,16451 1
2113,23670,22461 1
2112,23935,13417 1
1101,5919,14087 1
1101,23854,14104 1
1107,22709,15731 1
2105,21864,16567 1
2118,15282,8064 1
2105,19520,6693 1
2118,16195,2770 1
1119,16036,6264 1
2116,17688,1821 1
2106,3948,15599 1
2105,8887,4813 1
2110,4917,8583 1
1111,9781,12401 1
1114,22360,5577 1
1113,21057,6406 1
2102,27206,17640 1
2115,20572,12274 1
1101,29608,14229 1
1107,3264,19160 1
2114,12885,22174 1
1111,13145,14963 1
1101,20862,14247 1
1101,12388,14250 1
2117,21806,20354 1
1119,6498,21526 1
1114,10810,13500 1
2115,11600,11443 1
1106,22873,15310 1
2108,19818,23117 1
1113,15746,15127 1
1116,16950,13430 1
1117,7714,14524 1
1119,15337,2789 1
1101,5188,14365 1
1118,21674,23671 1
2114,19495,25015 1
2118,19222,24253 1
2114,10095,8017 1
1113,8705,14677 1
2110,8467,22550 1
1114,18291,21325 1
2104,15962,4191 1
1101,8674,14424 1
2102,10106,8774 1
2108,15057,18129 1
1106,12791,17602 1
2107,24827,23662 1
2103,10700,16247 1
2115,8836,20096 1
1112,12948,21930 1
2110,9109,13432 1
1108,18849,17276 1
2106,22080,20775 1
1119,12997,21448 1
1110,7962,20414 1
1118,16433,19378 1
1119,26197,4028 1
1101,6159,14562 1
1112,11376,7766 1
2106,22484,23894 1
1101,27690,14586 1
1101,23864,14589 1
1101,4261,14643 1
2113,15620,24651 1
2114,26932,8065 1
1109,29030,12981 1
1118,15970,18750 1
2104,10633,10305 1
1101,14499,14687 1
1113,23599,14943 1
1107,11219,22941 1
1112,18651,9206 1
1116,20408,7133 1
2110,5498,8761 1
1110,28171,18854 1
2111,27142,18547 1
2108,23592,3999 1
1101,21587,14787 1
2106,9530,12438 1
1107,18071,22396 1
1101,18252,14881 1
2103,12327,12507 1
2114,22823,17362 1
2119,7567,22604 1
1101,25316,14902 1
1114,17972,10076 1
1101,23372,14947 1
2109,17671,3403 1
2112,18037,4708 1
2113,12037,23929 1
2117,17421,15772 1
1101,14079,15007 1
1112,21796,7551 1
2110,18129,19950 1
2101,16861,16444 1
2116,9056,20643 1
1109,12390,18276 1
2116,12484,6355 1
1107,17822,22336 1
1109,17771,2008 1
1117,14511,21795 1
1108,20799,11317 1
2113,10049,5791 1
2116,13299,1712 1
1116,18221,15229 1
1112,14149,6507 1
2114,17576,3458 1
2106,11170,9273 1
1113,27739,11029 1
2115,15486,7880 1
1101,3158,15105 1
1106,19992,11442 1
2111,26516,19435 1
2109,6638,18543 1
1112,22900,21300 1
1118,22387,11395 1
1114,5719,20083 1
2105,2607,10060 1
2108,27762,16343 1
1117,25320,6277 1
1101,17266,15218 1
2115,19125,3691 1
2114,27806,8337 1
2118,8317,9058 1
1101,19908,15242 1
1113,5226,5418 1
1110,20094,17160 1
2112,4207,18975 1
1117,18347,19134 1
2103,13821,5508 1
1113,15175,6255 1
2110,19389,21086 1
2116,24573,15125 1
1116,13345,1913 1
1101,3653,15337 1
2103,14505,18139 1
2118,9816,8940 1
2101,19598,9849 1
1101,9285,15368 1
2106,12152,22902 1
2113,8449,2840 1
1118,18461,16447 1
1108,25951,21632 1
2110,20545,6186 1
2101,17537,19396 1
1106,8844,24059 1
1110,11057,20400 1
2112,27400,11203 1
2101,8847,23476 1
1116,10524,20732 1
2111,20897,2268 1
2101,16976,7970 1
2116,28368,11171 1
2105,26306,11783 1
2103,5624,14919 1
1101,11454,15605 1
2105,18681,7203 1
1114,26419,4798 1
1114,3878,7411 1
2118,18619,16953 1
1101,9299,15657 1
1108,7785,20304 1
2115,27010,8032 1
2117,11166,20227 1
1114,19808,15390 1
2102,12639,23684 1
2101,23479,19107 1
1113,21716,20619 1
2103,14660,1949 1
2117,2160,11787 1
2111,17918,1166 1
2115,15133,15101 1
1101,25941,15782 1
2109,12039,10173 1
2112,19139,9505 1
1106,26186,7242 1
2117,9856,16722 1
1101,15219,15819 1
2106,26876,16106 1
1101,10217,15828 1
2110,23217,9809 1
2103,23938,2566 1
2119,17913,2494 1
1119,4855,18267 1
1101,6705,15894 1
1110,22424,1395 1
1106,4015,8706 1
2104,4003,17770 1
1115,9032,14600 1
1101,10627,15913 1
1118,22012,14811 1
2108,6664,15182 1
2116,20344,11530 1
1111,2966,7672 1
2112,13879,15988 1
2102,13119,2271 1
2104,13137,20152 1
1101,2306,15981 1
1101,13414,15987 1
2105,20241,11920 1
1101,2947,16017 1
1110,7642,7612 1
2103,6775,20380 1
2104,17247,13822 1
1107,9836,11090 1
2119,4593,21564 1
1117,12148,8465 1
1118,6799,21128 1
2118,10422,19139 1
2115,20551,13047 1
2101,16586,11198 1
2104,7020,14249 1
1119,6703,17301 1
1119,12994,18998 1
1119,8200,14785 1
2105,8573,13173 1
2103,20793,24363 1
2108,21160,16622 1
2116,17319,8146 1
2117,20409,12076 1
2113,16482,15482 1
1116,22040,14799 1
1112,23840,10686 1
1114,11249,20313 1
2108,4897,6507 1
2107,4764,15125 1
2113,9932,11100 1
1111,28855,8607 1
1114,3539,18501 1
1101,2966,16314 1
2105,8767,16903 1
1110,20879,10914 1
1116,24764,16085 1
1101,10692,16320 1
2108,18074,18099 1
2104,4623,18725 1
1112,19573,2903 1
