Sample_name,Hash,nReads
Locus_1_Sample-20-3_S88,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,4597
Locus_1_Sample-20-3_S88,5dd046e872a3d4a2d69e5d74a88f680516715f9f,705
Locus_1_Sample-20-3_S88,760fc3cb05911cd49affeee1052ade0166c54bc9,76
Locus_1_Sample-20-3_S88,dff86d93974c126a5ad33500ab8af968296df585,35309
Locus_1_Sample-20-3_S88,399416ccb8869808a5e3ca3bfeb97d2f047eac77,5
Locus_1_Sample-20-3_S88,4aaeecd917e0d3bee9806e302d4a31f6a57e2d9c,23311
Locus_1_Sample-20-3_S88,a9189cb7ffcb95b3659cbc7cbdb50bfb778316b6,347
Locus_1_Sample-20-3_S88,f3f9d5c3e54e563baf7ada50722db4b9c430cef7,33
Locus_1_Sample-20-3_S88,3dfe5c7a0bea9c6c118cb6cec97d4b7b46452ce5,9434
Locus_1_Sample-20-3_S88,ad6ba130f37151ceadf230c16ac5f967407bb315,7
Locus_1_Sample-20-3_S88,ced0bbb66eee53beb4705198548aa6f7fca78ba8,107
Locus_1_Sample-20-3_S88,d16946209d740efffdc258091dfdb82a577921e8,48
Locus_1_Sample-20-3_S88,016017422aad96fb0e46701638f7197a9f953344,11
Locus_1_Sample-20-3_S88,f1565bdad12daa27c10f267d489a6c70f172c10b,54
Locus_1_Sample-20-3_S88,bdb0117a6e27eeeb0304b4aff8b0d2d601086d85,16
Locus_1_Sample-20-3_S88,f10f728edf88fb0d65eb90238908547c70020bc9,1965
Locus_1_Sample-20-3_S88,8b2e9a18471f95df55b569dbd63205f36a19e352,1165
Locus_1_Sample-20-3_S88,a716fb9ea235757c6e77667dcc2558fd922c3a6e,12
Locus_1_Sample-20-3_S88,7d73f32216b016fbc543a3464ba2d91f1e750de5,543
Locus_1_Sample-20-3_S88,2708233cf1893d2e428e4dd42413bd05561357e4,387
Locus_1_Sample-20-3_S88,5b284c039fb32cb24ac8a4a0e55c7e3d59e8cd1e,280
Locus_1_Sample-20-3_S88,cd9070d9cdaf071e4487fbb7715060938c53c507,215
Locus_1_Sample-20-3_S88,723b3de679abc244d28a899820c9984a9a110f6e,146
Locus_1_Sample-20-3_S88,ee2f766ecc914103ba7706b17f656e5a1b9a003d,144
Locus_1_Sample-20-3_S88,0154ba472a1209608797d5605779f484afe91a11,19
Locus_1_Sample-20-3_S88,4ae6bdcd5e4173501a3029675d823c55e85b5a9b,3
Locus_1_Sample-21-1_S39,42737cd65bab38b57ea8949256ab1dbc59f5d054,15
Locus_1_Sample-21-1_S39,7edc82ae907368e2ba93f8d04552ca58def53f5b,2992
Locus_1_Sample-21-1_S39,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,4903
Locus_1_Sample-21-1_S39,5dd046e872a3d4a2d69e5d74a88f680516715f9f,565
Locus_1_Sample-21-1_S39,46198a966b943c5f03fd710b52b7f74fc3e2ca5e,391
Locus_1_Sample-21-1_S39,760fc3cb05911cd49affeee1052ade0166c54bc9,47
Locus_1_Sample-21-1_S39,78bc87be1cb86ffd6ebb028518571db3bade8e4c,93
Locus_1_Sample-21-1_S39,100fda5174b43042ae1cc81916acdce81e9b2d21,9
Locus_1_Sample-21-1_S39,8f79f2fe6aa55a3a8af1f60a1b8ca1cc2b7a62a9,5749
Locus_1_Sample-21-1_S39,ce668a68ba448eae1b213db527575f337218d320,25
Locus_1_Sample-21-1_S39,173759873e90255dcfbff192f8a87faea35bf8fb,18
Locus_1_Sample-21-1_S39,1d95dbb601a3f790ec264e4df021a0d37a7ff29a,225
Locus_1_Sample-21-1_S39,63b90b1361d041e077001244b217d74d5f0b1691,27
Locus_1_Sample-21-1_S39,f5c8850bf0ad8a14bdd1d9301dec5fd35c7399c1,8
Locus_1_Sample-21-1_S39,d16946209d740efffdc258091dfdb82a577921e8,79
Locus_1_Sample-21-1_S39,016017422aad96fb0e46701638f7197a9f953344,11
Locus_1_Sample-21-1_S39,f1565bdad12daa27c10f267d489a6c70f172c10b,48
Locus_1_Sample-21-1_S39,ae2f6d17fdccbc6153f85d91d2b998932d05f1c6,57
Locus_1_Sample-21-1_S39,0f6e73c0ab153766cca7722351797f30e2018a59,203
Locus_1_Sample-21-1_S39,29e2976bee02e52bc7a2485cc79d77a72b0e2dc9,187
Locus_1_Sample-21-1_S39,799d0d2e6738f6688785c24df7e8c13542d2b50b,106
Locus_1_Sample-21-1_S39,c8d57967392d7670abe7b378066549a2eca5e5af,92
Locus_1_Sample-21-1_S39,bf963ce5cc39d9f3f6ac4a8e2e413bd9572821ce,82
Locus_1_Sample-21-1_S39,e2e1db96587822d46237d3a3c6e0771f29512af3,74
Locus_1_Sample-21-1_S39,03d1cdbe5d57141a40eafed476f2130ccf849405,40
Locus_1_Sample-21-2_S65,42737cd65bab38b57ea8949256ab1dbc59f5d054,11
Locus_1_Sample-21-2_S65,7edc82ae907368e2ba93f8d04552ca58def53f5b,7173
Locus_1_Sample-21-2_S65,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,13993
Locus_1_Sample-21-2_S65,5dd046e872a3d4a2d69e5d74a88f680516715f9f,15857
Locus_1_Sample-21-2_S65,46198a966b943c5f03fd710b52b7f74fc3e2ca5e,50556
Locus_1_Sample-21-2_S65,3d93e9753e58c59a65605680bf8a46735ed450e9,11
Locus_1_Sample-21-2_S65,608ca2cb2d1470dd3f4d8ea3a0054534f1971658,34722
Locus_1_Sample-21-2_S65,100fda5174b43042ae1cc81916acdce81e9b2d21,300
Locus_1_Sample-21-2_S65,c92f17b1c5a74a9a9ea00eafd6e7b169009ec860,241
Locus_1_Sample-21-2_S65,f3f9d5c3e54e563baf7ada50722db4b9c430cef7,161
Locus_1_Sample-21-2_S65,d16946209d740efffdc258091dfdb82a577921e8,307
Locus_1_Sample-21-2_S65,906aefd078a395b00c208e784eaabe95adbf6961,4465
Locus_1_Sample-21-2_S65,016017422aad96fb0e46701638f7197a9f953344,308
Locus_1_Sample-21-2_S65,f7e336b9f66da4eda3e638c79318242100a1ebd6,3793
Locus_1_Sample-21-2_S65,46dbd4f279f770d303c888f6e4c3aabacca5b1ef,8
Locus_1_Sample-21-2_S65,389f4844880ec7a1a805e04b9c5d926c8414df9c,1272
Locus_1_Sample-21-2_S65,56e4c59f3c908e7f9ef513a646330a05f5808e56,1287
Locus_1_Sample-21-2_S65,8ddfd26376f6ea07762d9fdd9e973d3955f971d2,590
Locus_1_Sample-21-2_S65,efb96aa9ab2e7608cec59f1421ab8ee090076260,448
Locus_1_Sample-21-2_S65,7cf940d5e247832a4bff06afec0f7a3877eb97e6,419
Locus_1_Sample-21-2_S65,d160824d245119bfa54f64a1515fdbc331d0db13,413
Locus_1_Sample-21-2_S65,dec7ec16419ed688995648762c970edb7068b3eb,274
Locus_1_Sample-21-2_S65,8cbe6366b3b816e5d46f87b483b181356b9ca5c8,255
Locus_1_Sample-21-2_S65,6ddd43892411a5d4e49976d27af434af3849f155,224
Locus_1_Sample-21-2_S65,0298431a7904bb143069c39746b36a29802d77c1,190
Locus_1_Sample-21-2_S65,5a2dd2271dcca711d85415f624cb8f6de5707b4d,144
Locus_1_Sample-21-2_S65,c359cb5a1c7bc6f82c3ed2fe5f5497e87b902881,129
Locus_1_Sample-21-2_S65,8c6b2c1718917f448b923e3b55c0abf09e51d01f,106
Locus_1_Sample-21-2_S65,857fd8e7e862e05de5c57d037ca76a25bf8c9f40,101
Locus_1_Sample-21-2_S65,fb99f4e4c9ec58c36b55f337a57064b86842bb68,96
Locus_1_Sample-21-2_S65,3ba377c0249b88d3d0d26312a1cc73b1d6fad525,40
Locus_1_Sample-21-2_S65,a93c4f7c3e232f8ad5d778084fc02938e1f8a758,29
Locus_1_Sample-21-2_S65,0c401a55fd3e6b706b631da12ff40bfb62f67387,2
Locus_1_Sample-21-3_S91,7edc82ae907368e2ba93f8d04552ca58def53f5b,198
Locus_1_Sample-21-3_S91,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,115
Locus_1_Sample-21-3_S91,5dd046e872a3d4a2d69e5d74a88f680516715f9f,176
Locus_1_Sample-21-3_S91,46198a966b943c5f03fd710b52b7f74fc3e2ca5e,148
Locus_1_Sample-21-3_S91,ce668a68ba448eae1b213db527575f337218d320,9
Locus_1_Sample-21-3_S91,a9189cb7ffcb95b3659cbc7cbdb50bfb778316b6,22
Locus_1_Sample-21-3_S91,f1565bdad12daa27c10f267d489a6c70f172c10b,73
Locus_1_Sample-21-3_S91,57a0af8d8e059da05173ff31669c88e1acde165f,16
Locus_1_Sample-24-1_S37,7edc82ae907368e2ba93f8d04552ca58def53f5b,2996
Locus_1_Sample-24-1_S37,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,4973
Locus_1_Sample-24-1_S37,5dd046e872a3d4a2d69e5d74a88f680516715f9f,9745
Locus_1_Sample-24-1_S37,608ca2cb2d1470dd3f4d8ea3a0054534f1971658,15150
Locus_1_Sample-24-1_S37,78bc87be1cb86ffd6ebb028518571db3bade8e4c,1624
Locus_1_Sample-24-1_S37,8f79f2fe6aa55a3a8af1f60a1b8ca1cc2b7a62a9,440
Locus_1_Sample-24-1_S37,1d95dbb601a3f790ec264e4df021a0d37a7ff29a,5244
Locus_1_Sample-24-1_S37,d16946209d740efffdc258091dfdb82a577921e8,57
Locus_1_Sample-24-1_S37,016017422aad96fb0e46701638f7197a9f953344,79
Locus_1_Sample-24-1_S37,43a60337dfe11e4d25ee0fe84ba817ca28eb3e12,3184
Locus_1_Sample-24-1_S37,7c90064fd361f4af5920ee42ec88ed07583084cf,675
Locus_1_Sample-24-1_S37,ae2f6d17fdccbc6153f85d91d2b998932d05f1c6,1
Locus_1_Sample-24-1_S37,42f17fb1d7f714eeb0bd58e43eef5591fd8f94d1,388
Locus_1_Sample-24-1_S37,26deb72de67e5807f94d4a6f95fc96882ecbe310,311
Locus_1_Sample-24-1_S37,8f52483142e9adf12fcf5593160f15c7a89f8ae7,223
Locus_1_Sample-24-1_S37,14e814508e2fd7057506bcb0f23a0b886518823f,199
Locus_1_Sample-24-1_S37,9271f348d1b0ae80be29befd97494334bff5aa39,195
Locus_1_Sample-24-1_S37,e3fd2fa2e4d31b412795f1c1e9aabfad5be7a3c0,18
Locus_1_Sample-24-1_S37,a2a9b213273bf4d5f083980c79dc251c868f9deb,26
Locus_1_Sample-24-1_S37,210565f260bfd933513d4334e8829ed59ddc132a,51
Locus_1_Sample-24-1_S37,92361129dd29f3419569e73c31ee7fefe6515d8f,93
Locus_1_Sample-24-1_S37,ed585745cc488b8b12b6665074405ac76bfb1ac5,85
Locus_1_Sample-24-1_S37,e2cc450053a7ef5f524312bc15e954429f369c3f,75
Locus_1_Sample-24-1_S37,eb30984a5aefce346f80990c92d456879a26ccc0,70
Locus_1_Sample-24-1_S37,a3cff6d72a2d40dbfb879ccf8f639cb8723856b9,32
Locus_1_Sample-24-1_S37,c82d3cb583773cb2e0dea5e07d3aec9559f6b55c,56
Locus_1_Sample-24-1_S37,a90136224a4c43225dbec43119e9c3ec5c15d5a5,47
Locus_1_Sample-24-1_S37,13d5b2716bb5b150af46b5b6df89665fc664ce4c,12
Locus_1_Sample-24-2_S63,7edc82ae907368e2ba93f8d04552ca58def53f5b,1028
Locus_1_Sample-24-2_S63,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,16730
Locus_1_Sample-24-2_S63,5dd046e872a3d4a2d69e5d74a88f680516715f9f,3307
Locus_1_Sample-24-2_S63,760fc3cb05911cd49affeee1052ade0166c54bc9,2652
Locus_1_Sample-24-2_S63,608ca2cb2d1470dd3f4d8ea3a0054534f1971658,4042
Locus_1_Sample-24-2_S63,78bc87be1cb86ffd6ebb028518571db3bade8e4c,6526
Locus_1_Sample-24-2_S63,100fda5174b43042ae1cc81916acdce81e9b2d21,143
Locus_1_Sample-24-2_S63,8f79f2fe6aa55a3a8af1f60a1b8ca1cc2b7a62a9,1375
Locus_1_Sample-24-2_S63,c858030af9d3469e47d9b90f5fbe435774867677,115
Locus_1_Sample-24-2_S63,1d95dbb601a3f790ec264e4df021a0d37a7ff29a,92
Locus_1_Sample-24-2_S63,ad6ba130f37151ceadf230c16ac5f967407bb315,218
Locus_1_Sample-24-2_S63,d16946209d740efffdc258091dfdb82a577921e8,286
Locus_1_Sample-24-2_S63,1bc9604560a063ab74b223697d3a810c31f18a18,400
Locus_1_Sample-24-2_S63,016017422aad96fb0e46701638f7197a9f953344,59
Locus_1_Sample-24-2_S63,b90adf4e51ffc6f1e519551ced7b709095d7f91d,628
Locus_1_Sample-24-2_S63,ae2f6d17fdccbc6153f85d91d2b998932d05f1c6,26
Locus_1_Sample-24-2_S63,404a1930cae956817448a4fc27b477562fa3da7d,355
Locus_1_Sample-24-2_S63,803f504acf0d9515b456a351a4e1806cd533bd81,8
Locus_1_Sample-24-2_S63,6647b4a8e46364338ffb77d629cd8b47457ad038,170
Locus_1_Sample-24-2_S63,922c16823913d0970bcd3a2b3bf4112c0688f009,159
Locus_1_Sample-24-2_S63,174cc2f037f4853d6a6b90c2bee0d5f89d47cb8e,151
Locus_1_Sample-24-2_S63,f26cd81e43228193c0ef550b8062347594ad1e79,83
Locus_1_Sample-24-2_S63,e2cc450053a7ef5f524312bc15e954429f369c3f,7
Locus_1_Sample-24-2_S63,0f9bd3402a53539af42b4c3fb90d0a06c2de18d1,7
Locus_1_Sample-24-2_S63,5164eabc549e0d8bc4d264fe6ab75853373039c2,18
Locus_1_Sample-24-2_S63,5c14b5079ef21df63fe78ba033dcdbbaee96cffe,7
Locus_1_Sample-24-2_S63,f3e299baf3d3be1d73dbf339c6b2b0560cf70570,5
Locus_1_Sample-24-2_S63,b53a4659c111f2b383783060d2997c1c16e1f06a,3
Locus_1_Sample-24-2_S63,5a01aed555390fcc5288317c5c96b5f733799d8c,2
Locus_1_Sample-24-3_S89,42737cd65bab38b57ea8949256ab1dbc59f5d054,12
Locus_1_Sample-24-3_S89,7edc82ae907368e2ba93f8d04552ca58def53f5b,1791
Locus_1_Sample-24-3_S89,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,27717
Locus_1_Sample-24-3_S89,5dd046e872a3d4a2d69e5d74a88f680516715f9f,911
Locus_1_Sample-24-3_S89,46198a966b943c5f03fd710b52b7f74fc3e2ca5e,16
Locus_1_Sample-24-3_S89,608ca2cb2d1470dd3f4d8ea3a0054534f1971658,6568
Locus_1_Sample-24-3_S89,8f79f2fe6aa55a3a8af1f60a1b8ca1cc2b7a62a9,685
Locus_1_Sample-24-3_S89,dff86d93974c126a5ad33500ab8af968296df585,1065
Locus_1_Sample-24-3_S89,4aaeecd917e0d3bee9806e302d4a31f6a57e2d9c,594
Locus_1_Sample-24-3_S89,a9189cb7ffcb95b3659cbc7cbdb50bfb778316b6,20
Locus_1_Sample-24-3_S89,c92f17b1c5a74a9a9ea00eafd6e7b169009ec860,16
Locus_1_Sample-24-3_S89,173759873e90255dcfbff192f8a87faea35bf8fb,5
Locus_1_Sample-24-3_S89,1d95dbb601a3f790ec264e4df021a0d37a7ff29a,3696
Locus_1_Sample-24-3_S89,3dfe5c7a0bea9c6c118cb6cec97d4b7b46452ce5,141
Locus_1_Sample-24-3_S89,d16946209d740efffdc258091dfdb82a577921e8,367
Locus_1_Sample-24-3_S89,016017422aad96fb0e46701638f7197a9f953344,31
Locus_1_Sample-24-3_S89,ae2f6d17fdccbc6153f85d91d2b998932d05f1c6,13
Locus_1_Sample-24-3_S89,c28d8a3a9faf291a602653ac2a9441d07b3270b0,69
Locus_1_Sample-24-3_S89,1f8152d885270fea50d5095013e346ce3658fece,302
Locus_1_Sample-24-3_S89,33c10f26f5a231321e910da2bd30185a383df72d,182
Locus_1_Sample-24-3_S89,92531bbcef05984d0783fc33fc8a72c8c8b5887d,178
Locus_1_Sample-24-3_S89,90abb0a03a1ffe98310535d2d313a0a8d21f7817,148
Locus_1_Sample-24-3_S89,fdf95b5ad92945f79126a22c9c7a97f06a1b360a,148
Locus_1_Sample-24-3_S89,7467431dd372d94ff9652a4f8aeb5dbe3786f71f,128
Locus_1_Sample-24-3_S89,6379b9ec47403b8b53c368c4379f42b53c76d4ea,24
Locus_1_Sample-25-1_S38,42737cd65bab38b57ea8949256ab1dbc59f5d054,7
Locus_1_Sample-25-1_S38,7edc82ae907368e2ba93f8d04552ca58def53f5b,22458
Locus_1_Sample-25-1_S38,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,258
Locus_1_Sample-25-1_S38,5dd046e872a3d4a2d69e5d74a88f680516715f9f,9287
Locus_1_Sample-25-1_S38,46198a966b943c5f03fd710b52b7f74fc3e2ca5e,40
Locus_1_Sample-25-1_S38,760fc3cb05911cd49affeee1052ade0166c54bc9,32
Locus_1_Sample-25-1_S38,100fda5174b43042ae1cc81916acdce81e9b2d21,27
Locus_1_Sample-25-1_S38,4aaeecd917e0d3bee9806e302d4a31f6a57e2d9c,102
Locus_1_Sample-25-1_S38,ce668a68ba448eae1b213db527575f337218d320,15955
Locus_1_Sample-25-1_S38,173759873e90255dcfbff192f8a87faea35bf8fb,1
Locus_1_Sample-25-1_S38,f3f9d5c3e54e563baf7ada50722db4b9c430cef7,216
Locus_1_Sample-25-1_S38,63b90b1361d041e077001244b217d74d5f0b1691,9090
Locus_1_Sample-25-1_S38,f5c8850bf0ad8a14bdd1d9301dec5fd35c7399c1,1
Locus_1_Sample-25-1_S38,452664a3e68d8afd0a9ad25581cb6d0e50a5a271,11
Locus_1_Sample-25-1_S38,016017422aad96fb0e46701638f7197a9f953344,93
Locus_1_Sample-25-1_S38,f1565bdad12daa27c10f267d489a6c70f172c10b,47
Locus_1_Sample-25-1_S38,884765310761837242b484545c130cf6a9d0b4fb,393
Locus_1_Sample-25-1_S38,2b6e732aed5c3648c5cb89f819a822a091a224c7,946
Locus_1_Sample-25-1_S38,0d6c1761dbd66a54c770447495fdb6a0782df504,901
Locus_1_Sample-25-1_S38,15624d648c8107824804c5e30692f94e4991970a,789
Locus_1_Sample-25-1_S38,d94eadbb998885714f8d565018908952f35cbfd7,444
Locus_1_Sample-25-1_S38,1546f4136d55b7862e5fda2dac84a27f90f1e021,402
Locus_1_Sample-25-1_S38,a54235b063e82dc466608329c47f5db89ffe90f0,197
Locus_1_Sample-25-1_S38,3a0e6f02ff53e5dd68856539cb0e6ee54f7956d4,157
Locus_1_Sample-25-1_S38,1f2a4181c7785fdc8393cd9170c0fbef1275c81a,156
Locus_1_Sample-25-1_S38,cc950f962c7606ccbf508c3cc37f9abc031e26fa,124
Locus_1_Sample-25-1_S38,2a76db2e01cb96490c125e5721824d18c790f378,120
Locus_1_Sample-25-2_S64,7edc82ae907368e2ba93f8d04552ca58def53f5b,7399
Locus_1_Sample-25-2_S64,5dd046e872a3d4a2d69e5d74a88f680516715f9f,8872
Locus_1_Sample-25-2_S64,608ca2cb2d1470dd3f4d8ea3a0054534f1971658,22
Locus_1_Sample-25-2_S64,100fda5174b43042ae1cc81916acdce81e9b2d21,16663
Locus_1_Sample-25-2_S64,c858030af9d3469e47d9b90f5fbe435774867677,5618
Locus_1_Sample-25-2_S64,c92f17b1c5a74a9a9ea00eafd6e7b169009ec860,17580
Locus_1_Sample-25-2_S64,f3f9d5c3e54e563baf7ada50722db4b9c430cef7,102
Locus_1_Sample-25-2_S64,016017422aad96fb0e46701638f7197a9f953344,116
Locus_1_Sample-25-2_S64,7d31dbbe8ce88aafe97363e6fec1837b027545c6,161
Locus_1_Sample-25-2_S64,c83930c58ae30b83c09fb80ca8ac2ab1b171517a,790
Locus_1_Sample-25-2_S64,9a3335f93b89d0952650cb72619f1e3aea09f551,619
Locus_1_Sample-25-2_S64,e3ad3d8b5fecfccec657077707d3d56d9a60bddc,466
Locus_1_Sample-25-2_S64,8a1d53e54d4bebe8e9a2e09a7c722fba6f7720a7,354
Locus_1_Sample-25-2_S64,6d842bb73b0c17335dbbd6f2c632df02714e1957,283
Locus_1_Sample-25-2_S64,1f0b06b04081da02610a24374ed8519aec409c10,259
Locus_1_Sample-25-2_S64,b0875ec9658a0856b912ba2b1c5a5431333d53d2,214
Locus_1_Sample-25-2_S64,6c47369a443834621f5caba569ebbf1a8e8b8039,213
Locus_1_Sample-25-2_S64,b4a44e03ab830f7a00b22031926480770fd3fa56,9
Locus_1_Sample-25-3_S90,7edc82ae907368e2ba93f8d04552ca58def53f5b,32
Locus_1_Sample-25-3_S90,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,6157
Locus_1_Sample-25-3_S90,46198a966b943c5f03fd710b52b7f74fc3e2ca5e,20
Locus_1_Sample-25-3_S90,ce668a68ba448eae1b213db527575f337218d320,2809
Locus_1_Sample-25-3_S90,a9189cb7ffcb95b3659cbc7cbdb50bfb778316b6,18
Locus_1_Sample-25-3_S90,f1565bdad12daa27c10f267d489a6c70f172c10b,15
Locus_1_Sample-25-3_S90,cd827e894b7582a3d1ccd56e278888df66fe948d,134
Locus_1_Sample-25-3_S90,fcfcbec7ba318c952aa08e4d258875e40e87ec7b,104
Locus_1_Sample-25-3_S90,d5e798da59c3ee403fdd842fd9610dc86ab0d117,83
Locus_1_Sample-28-1_S40,42737cd65bab38b57ea8949256ab1dbc59f5d054,9
Locus_1_Sample-28-1_S40,7edc82ae907368e2ba93f8d04552ca58def53f5b,437
Locus_1_Sample-28-1_S40,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,3124
Locus_1_Sample-28-1_S40,5dd046e872a3d4a2d69e5d74a88f680516715f9f,13695
Locus_1_Sample-28-1_S40,46198a966b943c5f03fd710b52b7f74fc3e2ca5e,6749
Locus_1_Sample-28-1_S40,fb9e5c5202fae1a633b37b3445673ef44e3ca891,11
Locus_1_Sample-28-1_S40,760fc3cb05911cd49affeee1052ade0166c54bc9,4456
Locus_1_Sample-28-1_S40,78bc87be1cb86ffd6ebb028518571db3bade8e4c,544
Locus_1_Sample-28-1_S40,100fda5174b43042ae1cc81916acdce81e9b2d21,14
Locus_1_Sample-28-1_S40,dcd64feee9f077095a1ec234a2c612431282481b,16840
Locus_1_Sample-28-1_S40,ce668a68ba448eae1b213db527575f337218d320,32
Locus_1_Sample-28-1_S40,173759873e90255dcfbff192f8a87faea35bf8fb,866
Locus_1_Sample-28-1_S40,63b90b1361d041e077001244b217d74d5f0b1691,25
Locus_1_Sample-28-1_S40,f5c8850bf0ad8a14bdd1d9301dec5fd35c7399c1,669
Locus_1_Sample-28-1_S40,d68c3101ff8e0732ac570feb0cf07fd3efdb2421,9
Locus_1_Sample-28-1_S40,d16946209d740efffdc258091dfdb82a577921e8,41
Locus_1_Sample-28-1_S40,016017422aad96fb0e46701638f7197a9f953344,187
Locus_1_Sample-28-1_S40,f1565bdad12daa27c10f267d489a6c70f172c10b,82
Locus_1_Sample-28-1_S40,fc7c6e8ca5d53048d3955f4c5f5724ce055b2814,4
Locus_1_Sample-28-1_S40,389f4844880ec7a1a805e04b9c5d926c8414df9c,104
Locus_1_Sample-28-1_S40,e69ff5f114e5297af85d91ed9ca2e53f193f82f2,1046
Locus_1_Sample-28-1_S40,71e3f7ff97a5282474db27236af3a780f6ca2c1e,348
Locus_1_Sample-28-1_S40,d4e9ce32d302bf1bd5c1b183722ccb9507b54387,215
Locus_1_Sample-28-1_S40,b6adbb706c963330a8351f40cf4e28c284cf74bc,269
Locus_1_Sample-28-1_S40,90198f4449cce5e87efeab6b425d0fc3c9faa19e,250
Locus_1_Sample-28-1_S40,2713ee8793e750d8c90918e02a6b4ddd147ca26b,231
Locus_1_Sample-28-1_S40,0154ba472a1209608797d5605779f484afe91a11,8
Locus_1_Sample-28-2_S66,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,10493
Locus_1_Sample-28-2_S66,5dd046e872a3d4a2d69e5d74a88f680516715f9f,950
Locus_1_Sample-28-2_S66,46198a966b943c5f03fd710b52b7f74fc3e2ca5e,22790
Locus_1_Sample-28-2_S66,fb9e5c5202fae1a633b37b3445673ef44e3ca891,696
Locus_1_Sample-28-2_S66,760fc3cb05911cd49affeee1052ade0166c54bc9,3313
Locus_1_Sample-28-2_S66,78bc87be1cb86ffd6ebb028518571db3bade8e4c,3465
Locus_1_Sample-28-2_S66,c858030af9d3469e47d9b90f5fbe435774867677,20
Locus_1_Sample-28-2_S66,173759873e90255dcfbff192f8a87faea35bf8fb,3867
Locus_1_Sample-28-2_S66,f5c8850bf0ad8a14bdd1d9301dec5fd35c7399c1,1586
Locus_1_Sample-28-2_S66,d16946209d740efffdc258091dfdb82a577921e8,131
Locus_1_Sample-28-2_S66,46dbd4f279f770d303c888f6e4c3aabacca5b1ef,2111
Locus_1_Sample-28-2_S66,5e46e56f86cc1094af2d1803e8f03208dad7c19f,826
Locus_1_Sample-28-2_S66,389f4844880ec7a1a805e04b9c5d926c8414df9c,393
Locus_1_Sample-28-2_S66,a6f5999066bcea5318525d5e830ef3f2854d3170,801
Locus_1_Sample-28-2_S66,3e67c190cde6769ff5d234f3b928f8fc8c62ee91,676
Locus_1_Sample-28-2_S66,f993b6e9576fbc3515f8d4fb1f21287ec4704f42,866
Locus_1_Sample-28-2_S66,fe604d7167376f69f08de4acc30ae06f6677f6cc,537
Locus_1_Sample-28-2_S66,d0d14d8b52d9c2581fcfc4d1894290d8b8add786,292
Locus_1_Sample-28-2_S66,12d2dca1adeb2d260cb28b45b98ec49a56ddfa0f,202
Locus_1_Sample-28-2_S66,45cce8059d0e21986d08970b6d17b7b310a689e5,362
Locus_1_Sample-28-2_S66,467bbf327abc4f09e38eb2bfe7a8ff0614e3ff47,349
Locus_1_Sample-28-2_S66,ffe5e6a522ef802f2172d7500b535b22c2b8e3fe,172
Locus_1_Sample-28-2_S66,e3fd2fa2e4d31b412795f1c1e9aabfad5be7a3c0,1
Locus_1_Sample-28-2_S66,656a0904702725cbf4610e394d6573313c79fcf8,81
Locus_1_Sample-28-2_S66,693006dca7429b018967ab39a244baf3ed080c01,141
Locus_1_Sample-28-2_S66,7ba37178e76a43a9a94126549343dc194c62f28e,40
Locus_1_Sample-28-2_S66,a2a9b213273bf4d5f083980c79dc251c868f9deb,12
Locus_1_Sample-28-2_S66,4f46b1c92464ca734b401572be33d824f298b602,85
Locus_1_Sample-28-2_S66,de7cf3be88c56fedd949559db5b41d0ea36ec3f0,81
Locus_1_Sample-28-2_S66,0f9bd3402a53539af42b4c3fb90d0a06c2de18d1,24
Locus_1_Sample-28-2_S66,bd58311764e36500d4892f2743e71c27cb9db016,20
Locus_1_Sample-28-2_S66,9d3bb06d8edac621d480c6233ced9404bd7191e7,19
Locus_1_Sample-28-2_S66,86cb0dbb5c6740e30628a8265f19a0464e1ec130,5
Locus_1_Sample-28-2_S66,50d830f8691d1bc58e14d9e8bb8a3a1b7600db33,4
Locus_1_Sample-28-3_S92,42737cd65bab38b57ea8949256ab1dbc59f5d054,6
Locus_1_Sample-28-3_S92,7edc82ae907368e2ba93f8d04552ca58def53f5b,29
Locus_1_Sample-28-3_S92,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,34237
Locus_1_Sample-28-3_S92,dff86d93974c126a5ad33500ab8af968296df585,523
Locus_1_Sample-28-3_S92,a9189cb7ffcb95b3659cbc7cbdb50bfb778316b6,10
Locus_1_Sample-28-3_S92,d16946209d740efffdc258091dfdb82a577921e8,456
Locus_1_Sample-28-3_S92,f1565bdad12daa27c10f267d489a6c70f172c10b,21
Locus_1_Sample-28-3_S92,d7dd42ef4e8a2385699e25ce5a5a0cacd7024880,3724
Locus_1_Sample-28-3_S92,2326940def9b215a2e47137a851a98929b7153bb,825
Locus_1_Sample-28-3_S92,b2ca55aaaca92c75e4fb16ffa48ac6b930125298,541
Locus_1_Sample-28-3_S92,7a178fd62dead136a30613fb86c14a81e433801b,526
